Region,Ankuenfte,Uebernachtungen,Aufenthaltslaenge_mean,Sequence
Deutschland ,12110,38623,3.2,201109
Ausland,1636,4550,2.8,201109
ST,10096,24745,2.5,201109
Deutschland ,,,,201109
Ausland,,,,201109
Schleswig Holstein,63925,210569,3.3,201109
Deutschland ,58718,199852,3.4,201109
Ausland,5207,10717,2.1,201109
TH,11854,31096,2.6,201109
Deutschland ,10732,28208,2.6,201109
Ausland,1122,2888,2.6,201109
BRD,419360,1371199,3.3,201110
Deutschland ,364014,1214413,3.3,201110
Ausland,55346,156786,2.8,201110
BW,54767,191641,3.5,201110
Deutschland ,41736,159655,3.8,201110
Ausland,13031,31986,2.5,201110
BY,74219,270595,3.6,201110
Deutschland ,63507,239504,3.8,201110
Ausland,10712,31091,2.9,201110
BE,2033,8317,4.1,201110
Deutschland ,1675,7070,4.2,201110
Ausland,358,1247,3.5,201110
BR,11239,40629,3.6,201110
Deutschland ,10496,38392,3.7,201110
Ausland,743,2237,3.0,201110
HB,2848,5486,1.9,201110
Deutschland ,,,,201110
Ausland,,,,201110
HH,2296,6263,2.7,201110
Deutschland ,,,,201110
Ausland,,,,201110
HE,18770,56471,3.0,201110
Deutschland ,17064,51245,3.0,201110
Ausland,1706,5226,3.1,201110
MV,26140,112326,4.3,201110
Deutschland ,25386,110282,4.3,201110
Ausland,754,2044,2.7,201110
NI,62152,204883,3.3,201110
Deutschland ,58399,195565,3.3,201110
Ausland,3753,9318,2.5,201110
NW,34120,87578,2.6,201110
Deutschland ,29203,75766,2.6,201110
Ausland,4917,11812,2.4,201110
RP,66242,193479,2.9,201110
Deutschland ,51494,143335,2.8,201110
Ausland,14748,50144,3.4,201110
SL,1659,4409,2.7,201110
Deutschland ,1390,3894,2.8,201110
Ausland,269,515,1.9,201110
SN,7867,28901,3.7,201110
Deutschland ,7481,27706,3.7,201110
Ausland,386,1195,3.1,201110
ST,5922,17186,2.9,201110
Deutschland ,5635,15882,2.8,201110
Ausland,287,1304,4.5,201110
Schleswig Holstein,44115,128511,2.9,201110
Deutschland ,41260,121676,2.9,201110
Ausland,2855,6835,2.4,201110
TH,4971,14524,2.9,201110
Deutschland ,4645,13710,3.0,201110
Ausland,326,814,2.5,201110
BRD,66697,212954,3.2,201111
Deutschland ,57995,190267,3.3,201111
Ausland,8702,22687,2.6,201111
BW,9928,40055,4.0,201111
Deutschland ,7806,33647,4.3,201111
Ausland,2122,6408,3.0,201111
BY,10900,48927,4.5,201111
Deutschland ,9754,44995,4.6,201111
Ausland,1146,3932,3.4,201111
BE,371,2022,5.5,201111
Deutschland ,291,1626,5.6,201111
Ausland,80,396,5.0,201111
BR,275,1199,4.4,201111
Deutschland ,239,977,4.1,201111
Ausland,36,222,6.2,201111
HB,1675,3188,1.9,201111
Deutschland ,1626,3091,1.9,201111
Ausland,49,97,2.0,201111
HH,,,,201111
Deutschland ,,,,201111
Ausland,,,,201111
HE,4194,12793,3.1,201111
Deutschland ,3932,12243,3.1,201111
Ausland,262,550,2.1,201111
MV,1244,6267,5.0,201111
Deutschland ,1219,6189,5.1,201111
Ausland,25,78,3.1,201111
NI,9960,33217,3.3,201111
Deutschland ,9388,31889,3.4,201111
Ausland,572,1328,2.3,201111
NW,11702,29158,2.5,201111
Deutschland ,9616,25041,2.6,201111
Ausland,2086,4117,2.0,201111
RP,7593,17685,2.3,201111
Deutschland ,6083,13887,2.3,201111
Ausland,1510,3798,2.5,201111
SL,,,,201111
Deutschland ,,,,201111
Ausland,,,,201111
SN,884,2712,3.1,201111
Deutschland ,801,2496,3.1,201111
Ausland,83,216,2.6,201111
ST,612,1467,2.4,201111
Deutschland ,599,1448,2.4,201111
Ausland,13,19,1.5,201111
Schleswig Holstein,5869,10556,1.8,201111
Deutschland ,5224,9209,1.8,201111
Ausland,645,1347,2.1,201111
TH,568,1663,2.9,201111
Deutschland ,546,1618,3.0,201111
Ausland,22,45,2.0,201111
BRD,56127,227288,4.0,201112
Deutschland ,48666,206319,4.2,201112
Ausland,7461,20969,2.8,201112
BW,7127,32929,4.6,201112
Deutschland ,4934,27210,5.5,201112
Ausland,2193,5719,2.6,201112
BY,13518,80342,5.9,201112
Deutschland ,12060,76027,6.3,201112
Ausland,1458,4315,3.0,201112
BE,347,1095,3.2,201112
Deutschland ,226,675,3.0,201112
Ausland,121,420,3.5,201112
BR,,,,201112
Deutschland ,,,,201112
Ausland,,,,201112
HB,1167,2175,1.9,201112
Deutschland ,1106,2064,1.9,201112
Ausland,61,111,1.8,201112
HH,,,,201112
Deutschland ,,,,201112
Ausland,,,,201112
HE,3008,11224,3.7,201112
Deutschland ,2849,10847,3.8,201112
Ausland,159,377,2.4,201112
MV,1802,10506,5.8,201112
Deutschland ,1786,,,201112
Ausland,16,,,201112
NI,8602,32349,3.8,201112
Deutschland ,8284,30997,3.7,201112
Ausland,318,1352,4.3,201112
NW,8730,25907,3.0,201112
Deutschland ,7063,21163,3.0,201112
Ausland,1667,4744,2.8,201112
RP,3899,9972,2.6,201112
Deutschland ,3207,7850,2.4,201112
Ausland,692,2122,3.1,201112
SL,112,294,2.6,201112
Deutschland ,101,,,201112
Ausland,11,,,201112
SN,1092,3843,3.5,201112
Deutschland ,964,3567,3.7,201112
Ausland,128,276,2.2,201112
ST,637,2676,4.2,201112
Deutschland ,,,,201112
Ausland,,,,201112
Schleswig Holstein,5179,10805,2.1,201112
Deutschland ,4577,9511,2.1,201112
Ausland,602,1294,2.1,201112
TH,566,1496,2.6,201112
Deutschland ,553,1450,2.6,201112
Ausland,13,46,3.5,201112
BRD,38232,179087,4.7,201201
Deutschland ,33575,164173,4.9,201201
Ausland,4657,14914,3.2,201201
BW,5638,30627,5.4,201201
Deutschland ,4488,27246,6.1,201201
Ausland,1150,3381,2.9,201201
BY,10851,70119,6.5,201201
Deutschland ,9651,65587,6.8,201201
Ausland,1200,4532,3.8,201201
BE,122,476,3.9,201201
Deutschland ,,,,201201
Ausland,,,,201201
BR,,,,201201
Deutschland ,,,,201201
Ausland,,,,201201
HB,498,938,1.9,201201
Deutschland ,483,919,1.9,201201
Ausland,15,19,1.3,201201
HH,,,,201201
Deutschland ,,,,201201
Ausland,,,,201201
HE,2422,9110,3.8,201201
