land,wohnsitz,jahr,monat,ankuenfte_anzahl,ankuenfte_veraenderung_zum_vorjahreszeitraum_prozent,uebernachtungen_anzahl,uebernachtungen_veraenderung_zum_vorjahreszeitraum_prozent,durchsch_aufenthaltsdauer_tage
Hessen,Gesamt,2007,November,3800.0,11.6,12938.0,10.2,3.4
Rheinland-Pfalz,Inland,2007,November,3276.0,10.9,8314.0,9.0,2.5
Rheinland-Pfalz,Ausland,2007,November,573.0,-17.0,2029.0,-17.6,3.5
Rheinland-Pfalz,Gesamt,2007,November,3849.0,5.7,10343.0,2.5,2.7
Baden-Württemberg,Inland,2007,November,5680.0,-2.4,28136.0,-7.3,5.0
Baden-Württemberg,Ausland,2007,November,1385.0,7.9,4095.0,-9.5,3.0
Baden-Württemberg,Gesamt,2007,November,7065.0,-0.5,32231.0,-7.6,4.6
Bayern,Inland,2007,November,6961.0,19.6,36188.0,2.0,5.2
Bayern,Ausland,2007,November,1057.0,75.6,3027.0,33.7,2.9
Bayern,Gesamt,2007,November,8018.0,24.8,39215.0,3.9,4.9
Saarland,Inland,2007,November,58.0,-24.7,436.0,1.6,7.5
Saarland,Ausland,2007,November,4.0,-77.8,24.0,-57.1,6.0
Saarland,Gesamt,2007,November,62.0,-34.7,460.0,-5.2,7.4
Berlin,Inland,2007,November,218.0,-1.4,1087.0,15.1,5.0
Berlin,Ausland,2007,November,66.0,3.1,271.0,44.1,4.1
Berlin,Gesamt,2007,November,284.0,-0.4,1358.0,20.0,4.8
Brandenburg,Inland,2007,November,948.0,208.8,4466.0,324.5,4.7
Brandenburg,Ausland,2007,November,54.0,440.0,350.0,929.4,6.5
Brandenburg,Gesamt,2007,November,1002.0,216.1,4816.0,343.5,4.8
Mecklenburg-Vorpommern,Inland,2007,November,1286.0,-5.9,6691.0,13.0,5.2
Mecklenburg-Vorpommern,Ausland,2007,November,16.0,-57.9,16.0,-78.4,1.0
Mecklenburg-Vorpommern,Gesamt,2007,November,1302.0,-7.3,6707.0,11.8,5.2
Sachsen,Inland,2007,November,637.0,19.1,1938.0,29.2,3.0
Sachsen,Ausland,2007,November,76.0,38.2,155.0,38.4,2.0
Sachsen,Gesamt,2007,November,713.0,20.8,2093.0,29.8,2.9
Sachsen-Anhalt,Inland,2007,November,368.0,-1.9,1166.0,-30.2,3.2
Sachsen-Anhalt,Ausland,2007,November,17.0,6.3,34.0,-67.9,2.0
Sachsen-Anhalt,Gesamt,2007,November,385.0,-1.5,1200.0,-32.5,3.1
Thüringen,Inland,2007,November,389.0,25.5,1172.0,-8.0,3.0
Thüringen,Ausland,2007,November,21.0,16.7,53.0,-29.3,2.5
Thüringen,Gesamt,2007,November,410.0,25.0,1225.0,-9.2,3.0
Gesamt,Inland,2007,November,36565.0,19.0,151563.0,14.8,4.1
Gesamt,Ausland,2007,November,4974.0,26.1,14734.0,12.6,3.0
Gesamt,Gesamt,2007,November,41539.0,19.8,166297.0,14.6,4.0
Schleswig-Holstein,Inland,2007,Dezember,1235.0,-20.0,4219.0,15.5,3.4
Schleswig-Holstein,Ausland,2007,Dezember,169.0,25.2,450.0,23.3,2.7
Schleswig-Holstein,Gesamt,2007,Dezember,1404.0,-16.4,4669.0,16.2,3.3
Hamburg,Inland,2007,Dezember,.,.,.,.,.
Hamburg,Ausland,2007,Dezember,.,.,.,.,.
Hamburg,Gesamt,2007,Dezember,.,.,.,.,.
Niedersachsen,Inland,2007,Dezember,7000.0,-3.1,31742.0,-5.0,4.5
Niedersachsen,Ausland,2007,Dezember,314.0,-23.2,964.0,-35.5,3.1
Niedersachsen,Gesamt,2007,Dezember,7314.0,-4.2,32706.0,-6.3,4.5
Bremen,Inland,2007,Dezember,.,.,.,.,.
Bremen,Ausland,2007,Dezember,.,.,.,.,.
Bremen,Gesamt,2007,Dezember,.,.,.,.,.
Nordrhein-Westfalen,Inland,2007,Dezember,5084.0,10.7,17462.0,7.9,3.4
Nordrhein-Westfalen,Ausland,2007,Dezember,1303.0,22.9,3958.0,26.5,3.0
Nordrhein-Westfalen,Gesamt,2007,Dezember,6387.0,13.0,21420.0,10.9,3.4
Hessen,Inland,2007,Dezember,3655.0,8.4,14718.0,18.2,4.0
Hessen,Ausland,2007,Dezember,148.0,-33.3,580.0,-37.8,3.9
Hessen,Gesamt,2007,Dezember,3803.0,5.8,15298.0,14.3,4.0
Rheinland-Pfalz,Inland,2007,Dezember,2106.0,7.1,6091.0,-6.1,2.9
Rheinland-Pfalz,Ausland,2007,Dezember,766.0,41.9,2505.0,25.5,3.3
Rheinland-Pfalz,Gesamt,2007,Dezember,2872.0,14.6,8596.0,1.3,3.0
Baden-Württemberg,Inland,2007,Dezember,5638.0,0.2,27263.0,-4.5,4.8
Baden-Württemberg,Ausland,2007,Dezember,1788.0,-3.1,5214.0,5.0,2.9
Baden-Württemberg,Gesamt,2007,Dezember,7426.0,-0.6,32477.0,-3.1,4.4
Bayern,Inland,2007,Dezember,10712.0,8.1,60306.0,-6.6,5.6
Bayern,Ausland,2007,Dezember,1503.0,-21.4,5181.0,-35.8,3.4
Bayern,Gesamt,2007,Dezember,12215.0,3.4,65487.0,-9.8,5.4
Saarland,Inland,2007,Dezember,21.0,-22.2,100.0,-14.5,4.8
Saarland,Ausland,2007,Dezember,.,.,.,.,.
Saarland,Gesamt,2007,Dezember,21.0,-41.7,100.0,-51.7,4.8
Berlin,Inland,2007,Dezember,91.0,-45.5,447.0,-31.4,4.9
Berlin,Ausland,2007,Dezember,47.0,-23.0,155.0,-0.6,3.3
Berlin,Gesamt,2007,Dezember,138.0,-39.5,602.0,-25.5,4.4
Brandenburg,Inland,2007,Dezember,339.0,25.1,802.0,-9.5,2.4
Brandenburg,Ausland,2007,Dezember,10.0,900.0,21.0,950.0,2.1
Brandenburg,Gesamt,2007,Dezember,349.0,28.3,823.0,-7.3,2.4
Mecklenburg-Vorpommern,Inland,2007,Dezember,1715.0,-29.9,7294.0,-18.6,4.3
Mecklenburg-Vorpommern,Ausland,2007,Dezember,9.0,-43.7,13.0,-63.9,1.4
Mecklenburg-Vorpommern,Gesamt,2007,Dezember,1724.0,-29.9,7307.0,-18.8,4.2
Sachsen,Inland,2007,Dezember,1440.0,46.3,5808.0,83.7,4.0
Sachsen,Ausland,2007,Dezember,26.0,30.0,114.0,72.7,4.4
Sachsen,Gesamt,2007,Dezember,1466.0,46.0,5922.0,83.5,4.0
Sachsen-Anhalt,Inland,2007,Dezember,473.0,19.4,2336.0,10.7,4.9
Sachsen-Anhalt,Ausland,2007,Dezember,11.0,37.5,80.0,344.4,7.3
Sachsen-Anhalt,Gesamt,2007,Dezember,484.0,19.8,2416.0,13.5,5.0
Thüringen,Inland,2007,Dezember,496.0,6.7,1619.0,3.8,3.3
Thüringen,Ausland,2007,Dezember,11.0,37.5,24.0,71.4,2.2
Thüringen,Gesamt,2007,Dezember,507.0,7.2,1643.0,4.4,3.2
Gesamt,Inland,2007,Dezember,40080.0,2.5,180446.0,-1.4,4.5
Gesamt,Ausland,2007,Dezember,6111.0,-2.3,19280.0,-9.7,3.2
Gesamt,Gesamt,2007,Dezember,46191.0,1.8,199726.0,-2.3,4.3
Schleswig-Holstein,Inland,2008,Januar,386.0,35.0,2532.0,87.8,6.6
Schleswig-Holstein,Ausland,2008,Januar,80.0,15.9,255.0,59.4,3.2
Schleswig-Holstein,Gesamt,2008,Januar,466.0,31.3,2787.0,84.8,6.0
Hamburg,Inland,2008,Januar,.,.,.,.,.
Hamburg,Ausland,2008,Januar,.,.,.,.,.
Hamburg,Gesamt,2008,Januar,.,.,.,.,.
Niedersachsen,Inland,2008,Januar,5388.0,62.5,23343.0,65.5,4.3
Niedersachsen,Ausland,2008,Januar,326.0,69.8,1104.0,94.0,3.4
Niedersachsen,Gesamt,2008,Januar,5714.0,62.9,24447.0,66.6,4.3
Bremen,Inland,2008,Januar,.,.,.,.,.
Bremen,Ausland,2008,Januar,.,.,.,.,.
Bremen,Gesamt,2008,Januar,.,.,.,.,.
Nordrhein-Westfalen,Inland,2008,Januar,3306.0,116.4,11701.0,82.5,3.5
Nordrhein-Westfalen,Ausland,2008,Januar,357.0,64.5,1153.0,46.9,3.2
Nordrhein-Westfalen,Gesamt,2008,Januar,3663.0,109.9,12854.0,78.6,3.5
Hessen,Inland,2008,Januar,3053.0,37.5,12121.0,28.9,4.0
Hessen,Ausland,2008,Januar,201.0,17.5,688.0,-7.8,3.4
Hessen,Gesamt,2008,Januar,3254.0,36.1,12809.0,26.2,3.9
Rheinland-Pfalz,Inland,2008,Januar,1811.0,44.9,5231.0,32.8,2.9
Rheinland-Pfalz,Ausland,2008,Januar,794.0,63.7,1836.0,-8.0,2.3
Rheinland-Pfalz,Gesamt,2008,Januar,2605.0,50.1,7067.0,19.1,2.7
Baden-Württemberg,Inland,2008,Januar,4853.0,11.6,27875.0,10.4,5.7
Baden-Württemberg,Ausland,2008,Januar,1108.0,10.7,3577.0,20.2,3.2
Baden-Württemberg,Gesamt,2008,Januar,5961.0,11.4,31452.0,11.4,5.3
Bayern,Inland,2008,Januar,8909.0,-1.9,64287.0,-7.8,7.2
Bayern,Ausland,2008,Januar,1226.0,-3.4,5914.0,47.3,4.8
Bayern,Gesamt,2008,Januar,10135.0,-2.1,70201.0,-4.8,6.9
Saarland,Inland,2008,Januar,20.0,-23.1,161.0,17.5,8.1
Saarland,Ausland,2008,Januar,2.0,.,423.0,.,211.5
Saarland,Gesamt,2008,Januar,22.0,-15.4,584.0,326.3,26.5
Berlin,Inland,2008,Januar,66.0,-31.2,227.0,-43.8,3.4
Berlin,Ausland,2008,Januar,18.0,-60.9,39.0,-67.5,2.2
Berlin,Gesamt,2008,Januar,84.0,-40.8,266.0,-49.2,3.2
Brandenburg,Inland,2008,Januar,95.0,-28.0,424.0,-18.8,4.5
Brandenburg,Ausland,2008,Januar,6.0,-25.0,32.0,45.5,5.3
Brandenburg,Gesamt,2008,Januar,101.0,-27.9,456.0,-16.2,4.5
Mecklenburg-Vorpommern,Inland,2008,Januar,1028.0,4.0,4183.0,-29.7,4.1
Mecklenburg-Vorpommern,Ausland,2008,Januar,1.0,-87.5,3.0,-87.5,3.0
Mecklenburg-Vorpommern,Gesamt,2008,Januar,1029.0,3.3,4186.0,-29.9,4.1
Sachsen,Inland,2008,Januar,549.0,137.7,1953.0,55.6,3.6
Sachsen,Ausland,2008,Januar,17.0,-5.6,54.0,-18.2,3.2
Sachsen,Gesamt,2008,Januar,566.0,127.3,2007.0,51.9,3.5
Sachsen-Anhalt,Inland,2008,Januar,656.0,42.3,2089.0,-11.1,3.2
Sachsen-Anhalt,Ausland,2008,Januar,15.0,15.4,142.0,389.7,9.5
Sachsen-Anhalt,Gesamt,2008,Januar,671.0,41.6,2231.0,-6.3,3.3
Thüringen,Inland,2008,Januar,491.0,-15.5,2573.0,-16.5,5.2
Thüringen,Ausland,2008,Januar,10.0,11.1,46.0,-61.7,4.6
Thüringen,Gesamt,2008,Januar,501.0,-15.1,2619.0,-18.2,5.2
Gesamt,Inland,2008,Januar,30646.0,24.7,158770.0,10.3,5.2
Gesamt,Ausland,2008,Januar,4164.0,18.7,15270.0,31.3,3.7
Gesamt,Gesamt,2008,Januar,34810.0,24.0,174040.0,11.9,5.0
Schleswig-Holstein,Inland,2008,Februar,780.0,52.0,2437.0,70.4,3.1
Schleswig-Holstein,Ausland,2008,Februar,64.0,42.2,134.0,71.8,2.1
Schleswig-Holstein,Gesamt,2008,Februar,844.0,51.3,2571.0,70.5,3.0
Hamburg,Inland,2008,Februar,.,.,.,.,.
Hamburg,Ausland,2008,Februar,.,.,.,.,.
Hamburg,Gesamt,2008,Februar,.,.,.,.,.
Niedersachsen,Inland,2008,Februar,4264.0,16.9,14635.0,-3.5,3.4
Niedersachsen,Ausland,2008,Februar,360.0,-20.9,947.0,15.9,2.6
Niedersachsen,Gesamt,2008,Februar,4624.0,12.7,15582.0,-2.5,3.4
Bremen,Inland,2008,Februar,.,.,.,.,.
Bremen,Ausland,2008,Februar,.,.,.,.,.
Bremen,Gesamt,2008,Februar,.,.,.,.,.
Nordrhein-Westfalen,Inland,2008,Februar,4590.0,45.7,13452.0,45.5,2.9
Nordrhein-Westfalen,Ausland,2008,Februar,796.0,7.4,2531.0,-0.2,3.2
Nordrhein-Westfalen,Gesamt,2008,Februar,5386.0,38.4,15983.0,35.7,3.0
Hessen,Inland,2008,Februar,3157.0,30.3,10982.0,24.2,3.5
Hessen,Ausland,2008,Februar,247.0,33.5,621.0,32.7,2.5
Hessen,Gesamt,2008,Februar,3404.0,30.5,11603.0,24.6,3.4
Rheinland-Pfalz,Inland,2008,Februar,3147.0,-1.3,7709.0,-0.7,2.4
Rheinland-Pfalz,Ausland,2008,Februar,681.0,-9.2,1693.0,-20.4,2.5
Rheinland-Pfalz,Gesamt,2008,Februar,3828.0,-2.8,9402.0,-4.9,2.5
Baden-Württemberg,Inland,2008,Februar,4989.0,13.0,24087.0,1.3,4.8
Baden-Württemberg,Ausland,2008,Februar,1594.0,19.9,5495.0,20.8,3.4
Baden-Württemberg,Gesamt,2008,Februar,6583.0,14.6,29582.0,4.5,4.5
Bayern,Inland,2008,Februar,8668.0,8.7,46572.0,-3.5,5.4
Bayern,Ausland,2008,Februar,1880.0,17.4,8029.0,41.0,4.3
Bayern,Gesamt,2008,Februar,10548.0,10.2,54601.0,1.2,5.2
Saarland,Inland,2008,Februar,55.0,-3.5,375.0,10.6,6.8
Saarland,Ausland,2008,Februar,6.0,-50.0,8.0,-79.5,1.3
Saarland,Gesamt,2008,Februar,61.0,-11.6,383.0,1.3,6.3
Berlin,Inland,2008,Februar,89.0,17.1,187.0,-29.7,2.1
Berlin,Ausland,2008,Februar,61.0,35.6,276.0,74.7,4.5
Berlin,Gesamt,2008,Februar,150.0,24.0,463.0,9.2,3.1
Brandenburg,Inland,2008,Februar,159.0,-83.4,427.0,-71.0,2.7
Brandenburg,Ausland,2008,Februar,30.0,-11.8,170.0,117.9,5.7
Brandenburg,Gesamt,2008,Februar,189.0,-80.9,597.0,-61.5,3.2
Mecklenburg-Vorpommern,Inland,2008,Februar,863.0,-28.4,3952.0,-27.5,4.6
Mecklenburg-Vorpommern,Ausland,2008,Februar,16.0,23.1,28.0,75.0,1.8
Mecklenburg-Vorpommern,Gesamt,2008,Februar,879.0,-27.9,3980.0,-27.2,4.5
Sachsen,Inland,2008,Februar,376.0,3.9,1318.0,-7.3,3.5
Sachsen,Ausland,2008,Februar,15.0,-6.2,37.0,15.6,2.5
Sachsen,Gesamt,2008,Februar,391.0,3.4,1355.0,-6.8,3.5
Sachsen-Anhalt,Inland,2008,Februar,456.0,49.5,1393.0,-14.7,3.1
Sachsen-Anhalt,Ausland,2008,Februar,12.0,-20.0,72.0,60.0,6.0
Sachsen-Anhalt,Gesamt,2008,Februar,468.0,46.3,1465.0,-12.7,3.1
Thüringen,Inland,2008,Februar,258.0,-2.6,855.0,-26.6,3.3
Thüringen,Ausland,2008,Februar,22.0,37.5,94.0,176.5,4.3
Thüringen,Gesamt,2008,Februar,280.0,-0.4,949.0,-20.9,3.4
Gesamt,Inland,2008,Februar,32201.0,11.6,128984.0,1.8,4.0
Gesamt,Ausland,2008,Februar,5790.0,10.0,20142.0,20.8,3.5
Gesamt,Gesamt,2008,Februar,37991.0,11.4,149126.0,4.0,3.9
Schleswig-Holstein,Inland,2008,März,7419.0,135.4,38559.0,371.8,5.2
Schleswig-Holstein,Ausland,2008,März,1181.0,177.2,3720.0,416.0,3.1
Schleswig-Holstein,Gesamt,2008,März,8600.0,140.4,42279.0,375.4,4.9
Hamburg,Inland,2008,März,.,.,.,.,.
Hamburg,Ausland,2008,März,.,.,.,.,.
Hamburg,Gesamt,2008,März,.,.,.,.,.
Niedersachsen,Inland,2008,März,24663.0,75.4,112830.0,140.9,4.6
Niedersachsen,Ausland,2008,März,1472.0,60.5,4440.0,117.3,3.0
Niedersachsen,Gesamt,2008,März,26135.0,74.5,117270.0,139.9,4.5
Bremen,Inland,2008,März,.,.,.,.,.
Bremen,Ausland,2008,März,.,.,.,.,.
Bremen,Gesamt,2008,März,.,.,.,.,.
Nordrhein-Westfalen,Inland,2008,März,10551.0,78.2,39160.0,160.3,3.7
Nordrhein-Westfalen,Ausland,2008,März,1155.0,50.6,3549.0,38.5,3.1
Nordrhein-Westfalen,Gesamt,2008,März,11706.0,75.1,42709.0,142.6,3.6
Hessen,Inland,2008,März,8105.0,87.3,25882.0,104.6,3.2
Hessen,Ausland,2008,März,709.0,101.4,1883.0,62.7,2.7
Hessen,Gesamt,2008,März,8814.0,88.3,27765.0,101.0,3.2
Rheinland-Pfalz,Inland,2008,März,9372.0,137.9,29597.0,175.2,3.2
Rheinland-Pfalz,Ausland,2008,März,2291.0,106.8,7370.0,126.0,3.2
Rheinland-Pfalz,Gesamt,2008,März,11663.0,131.1,36967.0,163.8,3.2
Baden-Württemberg,Inland,2008,März,15047.0,88.5,60907.0,104.1,4.0
Baden-Württemberg,Ausland,2008,März,2937.0,53.4,9357.0,57.2,3.2
Baden-Württemberg,Gesamt,2008,März,17984.0,81.7,70264.0,96.3,3.9
Bayern,Inland,2008,März,18462.0,82.1,91487.0,65.0,5.0
Bayern,Ausland,2008,März,2537.0,62.8,7073.0,92.0,2.8
Bayern,Gesamt,2008,März,20999.0,79.6,98560.0,66.7,4.7
Saarland,Inland,2008,März,272.0,142.9,1366.0,90.8,5.0
Saarland,Ausland,2008,März,31.0,210.0,62.0,342.9,2.0
Saarland,Gesamt,2008,März,303.0,148.4,1428.0,95.6,4.7
Berlin,Inland,2008,März,495.0,138.0,2088.0,273.5,4.2
Berlin,Ausland,2008,März,231.0,196.2,983.0,336.9,4.3
Berlin,Gesamt,2008,März,726.0,153.8,3071.0,291.7,4.2
Brandenburg,Inland,2008,März,1657.0,191.2,5724.0,355.0,3.5
Brandenburg,Ausland,2008,März,154.0,258.1,496.0,163.8,3.2
Brandenburg,Gesamt,2008,März,1811.0,195.9,6220.0,330.2,3.4
Mecklenburg-Vorpommern,Inland,2008,März,10176.0,227.8,43396.0,315.2,4.3
Mecklenburg-Vorpommern,Ausland,2008,März,332.0,201.8,1323.0,482.8,4.0
Mecklenburg-Vorpommern,Gesamt,2008,März,10508.0,226.9,44719.0,318.7,4.3
Sachsen,Inland,2008,März,2117.0,126.4,7940.0,152.1,3.8
Sachsen,Ausland,2008,März,61.0,8.9,260.0,-0.8,4.3
Sachsen,Gesamt,2008,März,2178.0,119.8,8200.0,140.4,3.8
Sachsen-Anhalt,Inland,2008,März,1443.0,107.0,5412.0,115.1,3.8
Sachsen-Anhalt,Ausland,2008,März,141.0,261.5,763.0,.,5.4
Sachsen-Anhalt,Gesamt,2008,März,1584.0,115.2,6175.0,139.7,3.9
Thüringen,Inland,2008,März,1032.0,107.6,3375.0,47.1,3.3
Thüringen,Ausland,2008,März,71.0,136.7,341.0,675.0,4.8
Thüringen,Gesamt,2008,März,1103.0,109.3,3716.0,58.9,3.4
Gesamt,Inland,2008,März,111770.0,99.5,469680.0,134.4,4.2
Gesamt,Ausland,2008,März,13324.0,79.8,41677.0,104.2,3.1
Gesamt,Gesamt,2008,März,125094.0,97.2,511357.0,131.6,4.1
Schleswig-Holstein,Inland,2008,April,25642.0,-20.2,71552.0,-45.3,2.8
Schleswig-Holstein,Ausland,2008,April,2179.0,-24.5,4436.0,-41.9,2.0
Schleswig-Holstein,Gesamt,2008,April,27821.0,-20.6,75988.0,-45.1,2.7
Hamburg,Inland,2008,April,.,.,.,.,.
Hamburg,Ausland,2008,April,.,.,.,.,.
Hamburg,Gesamt,2008,April,.,.,.,.,.
Niedersachsen,Inland,2008,April,32135.0,-45.6,132376.0,-49.4,4.1
Niedersachsen,Ausland,2008,April,3837.0,-22.5,9698.0,-14.2,2.5
Niedersachsen,Gesamt,2008,April,35972.0,-43.9,142074.0,-48.0,3.9
Bremen,Inland,2008,April,.,.,.,.,.
Bremen,Ausland,2008,April,.,.,.,.,.
Bremen,Gesamt,2008,April,.,.,.,.,.
Nordrhein-Westfalen,Inland,2008,April,14607.0,-41.8,38268.0,-50.2,2.6
Nordrhein-Westfalen,Ausland,2008,April,4019.0,6.0,10801.0,-6.6,2.7
Nordrhein-Westfalen,Gesamt,2008,April,18626.0,-35.5,49069.0,-44.5,2.6
Hessen,Inland,2008,April,12835.0,-29.7,41489.0,-25.3,3.2
Hessen,Ausland,2008,April,1749.0,6.9,3822.0,4.6,2.2
Hessen,Gesamt,2008,April,14584.0,-26.7,45311.0,-23.4,3.1
Rheinland-Pfalz,Inland,2008,April,13960.0,-55.9,35065.0,-62.5,2.5
Rheinland-Pfalz,Ausland,2008,April,10478.0,-26.5,34699.0,-13.0,3.3
Rheinland-Pfalz,Gesamt,2008,April,24438.0,-46.8,69764.0,-47.7,2.9
Baden-Württemberg,Inland,2008,April,23537.0,-51.9,79262.0,-53.4,3.4
Baden-Württemberg,Ausland,2008,April,9716.0,-20.0,21183.0,-35.1,2.2
Baden-Württemberg,Gesamt,2008,April,33253.0,-45.6,100445.0,-50.5,3.0
Bayern,Inland,2008,April,27852.0,-51.9,117508.0,-48.3,4.2
Bayern,Ausland,2008,April,7449.0,-24.4,15929.0,-24.6,2.1
Bayern,Gesamt,2008,April,35301.0,-47.9,133437.0,-46.3,3.8
Saarland,Inland,2008,April,793.0,-62.9,1584.0,-71.5,2.0
Saarland,Ausland,2008,April,164.0,-40.8,431.0,-13.5,2.6
Saarland,Gesamt,2008,April,957.0,-60.4,2015.0,-66.8,2.1
Berlin,Inland,2008,April,779.0,-33.8,2495.0,-46.8,3.2
Berlin,Ausland,2008,April,479.0,-5.7,1305.0,-19.7,2.7
Berlin,Gesamt,2008,April,1258.0,-25.3,3800.0,-39.8,3.0
Brandenburg,Inland,2008,April,4889.0,-57.8,12697.0,-59.2,2.6
Brandenburg,Ausland,2008,April,706.0,7.5,2634.0,44.5,3.7
Brandenburg,Gesamt,2008,April,5595.0,-54.3,15331.0,-53.5,2.7
Mecklenburg-Vorpommern,Inland,2008,April,13089.0,-55.3,44154.0,-55.4,3.4
Mecklenburg-Vorpommern,Ausland,2008,April,789.0,5.6,2055.0,-2.0,2.6
Mecklenburg-Vorpommern,Gesamt,2008,April,13878.0,-53.8,46209.0,-54.3,3.3
Sachsen,Inland,2008,April,4050.0,-54.8,13254.0,-50.5,3.3
Sachsen,Ausland,2008,April,495.0,-3.9,1181.0,-12.6,2.4
Sachsen,Gesamt,2008,April,4545.0,-52.0,14435.0,-48.7,3.2
Sachsen-Anhalt,Inland,2008,April,2503.0,-48.2,5913.0,-58.2,2.4
Sachsen-Anhalt,Ausland,2008,April,506.0,75.7,751.0,2.3,1.5
Sachsen-Anhalt,Gesamt,2008,April,3009.0,-41.3,6664.0,-55.2,2.2
Thüringen,Inland,2008,April,1944.0,-51.4,5002.0,-56.3,2.6
Thüringen,Ausland,2008,April,306.0,-8.1,594.0,-23.8,1.9
Thüringen,Gesamt,2008,April,2250.0,-48.0,5596.0,-54.3,2.5
Gesamt,Inland,2008,April,181576.0,-46.1,606013.0,-50.0,3.3
Gesamt,Ausland,2008,April,43134.0,-18.9,109945.0,-20.0,2.5
Gesamt,Gesamt,2008,April,224710.0,-42.4,715958.0,-47.0,3.2
Schleswig-Holstein,Inland,2008,Mai,86780.0,61.7,297360.0,39.9,3.4
Schleswig-Holstein,Ausland,2008,Mai,5028.0,13.4,13005.0,24.4,2.6
Schleswig-Holstein,Gesamt,2008,Mai,91808.0,58.0,310365.0,39.2,3.4
Hamburg,Inland,2008,Mai,.,.,.,.,.
Hamburg,Ausland,2008,Mai,.,.,.,.,.
Hamburg,Gesamt,2008,Mai,.,.,.,.,.
Niedersachsen,Inland,2008,Mai,110133.0,22.0,410351.0,13.0,3.7
Niedersachsen,Ausland,2008,Mai,10583.0,26.8,29929.0,25.1,2.8
Niedersachsen,Gesamt,2008,Mai,120716.0,22.4,440280.0,13.7,3.6
Bremen,Inland,2008,Mai,.,.,.,.,.
Bremen,Ausland,2008,Mai,.,.,.,.,.
Bremen,Gesamt,2008,Mai,.,.,.,.,.
Nordrhein-Westfalen,Inland,2008,Mai,64540.0,36.7,168411.0,16.4,2.6
Nordrhein-Westfalen,Ausland,2008,Mai,9154.0,23.4,30917.0,19.3,3.4
Nordrhein-Westfalen,Gesamt,2008,Mai,73694.0,34.9,199328.0,16.9,2.7
Hessen,Inland,2008,Mai,53757.0,39.5,163637.0,49.7,3.0
Hessen,Ausland,2008,Mai,5546.0,27.4,15246.0,36.8,2.7
Hessen,Gesamt,2008,Mai,59303.0,38.2,178883.0,48.5,3.0
Rheinland-Pfalz,Inland,2008,Mai,66360.0,48.8,199235.0,60.1,3.0
Rheinland-Pfalz,Ausland,2008,Mai,24650.0,8.4,87352.0,18.0,3.5
Rheinland-Pfalz,Gesamt,2008,Mai,91010.0,35.2,286587.0,44.4,3.1
Baden-Württemberg,Inland,2008,Mai,100146.0,73.1,354752.0,66.8,3.5
Baden-Württemberg,Ausland,2008,Mai,25273.0,24.0,66400.0,25.7,2.6
Baden-Württemberg,Gesamt,2008,Mai,125419.0,60.3,421152.0,58.6,3.4
Bayern,Inland,2008,Mai,128958.0,45.4,505083.0,47.3,3.9
Bayern,Ausland,2008,Mai,24089.0,32.5,52887.0,27.2,2.2
Bayern,Gesamt,2008,Mai,153047.0,43.2,557970.0,45.2,3.6
Saarland,Inland,2008,Mai,5592.0,55.3,16930.0,75.4,3.0
Saarland,Ausland,2008,Mai,594.0,30.5,1643.0,59.8,2.8
Saarland,Gesamt,2008,Mai,6186.0,52.5,18573.0,73.9,3.0
Berlin,Inland,2008,Mai,2487.0,28.9,8118.0,31.1,3.3
Berlin,Ausland,2008,Mai,1391.0,72.4,4141.0,52.8,3.0
Berlin,Gesamt,2008,Mai,3878.0,41.7,12259.0,37.7,3.2
Brandenburg,Inland,2008,Mai,39315.0,-1.4,105369.0,0.3,2.7
Brandenburg,Ausland,2008,Mai,3197.0,67.0,8015.0,55.4,2.5
Brandenburg,Gesamt,2008,Mai,42512.0,1.7,113384.0,2.8,2.7
Mecklenburg-Vorpommern,Inland,2008,Mai,96369.0,18.1,332233.0,30.9,3.4
Mecklenburg-Vorpommern,Ausland,2008,Mai,3908.0,36.8,11667.0,46.0,3.0
Mecklenburg-Vorpommern,Gesamt,2008,Mai,100277.0,18.7,343900.0,31.4,3.4
Sachsen,Inland,2008,Mai,27533.0,12.2,78180.0,15.4,2.8
Sachsen,Ausland,2008,Mai,2022.0,18.9,5688.0,16.3,2.8
Sachsen,Gesamt,2008,Mai,29555.0,12.6,83868.0,15.4,2.8
Sachsen-Anhalt,Inland,2008,Mai,16308.0,15.7,42164.0,20.1,2.6
Sachsen-Anhalt,Ausland,2008,Mai,1437.0,21.5,3149.0,48.5,2.2
Sachsen-Anhalt,Gesamt,2008,Mai,17745.0,16.2,45313.0,21.8,2.6
Thüringen,Inland,2008,Mai,14149.0,6.1,37618.0,11.5,2.7
Thüringen,Ausland,2008,Mai,1356.0,0.7,3984.0,25.9,2.9
Thüringen,Gesamt,2008,Mai,15505.0,5.6,41602.0,12.8,2.7
Gesamt,Inland,2008,Mai,817673.0,35.7,2730561.0,34.7,3.3
Gesamt,Ausland,2008,Mai,119065.0,23.2,335431.0,25.1,2.8
Gesamt,Gesamt,2008,Mai,936738.0,34.0,3065992.0,33.6,3.3
Schleswig-Holstein,Inland,2008,Juni,79003.0,34.3,303490.0,1.6,3.8
Schleswig-Holstein,Ausland,2008,Juni,8687.0,11.4,19804.0,12.5,2.3
Schleswig-Holstein,Gesamt,2008,Juni,87690.0,31.6,323294.0,2.2,3.7
Hamburg,Inland,2008,Juni,3707.0,26.5,6687.0,5.9,1.8
